Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,Item_Visibility_Safe,Sales_per_Visibility,MRP_Tier,Item_Category
FDH60,19.7,Regular,0.0,Baking Goods,194.411,OUT049,1999,Medium,Tier 1,Supermarket Type1,5106.686,25,0.001,5106686.0,Very High,Snacks
FDR08,13.1,Low Fat,0.065872936,Fruits and Vegetables,113.1886,OUT019,1985,Small,Tier 1,Grocery Store,111.1886,39,0.065872936,1687.9253719615592,High,Food
FDA47,10.5,Regular,0.117149075,Baking Goods,164.121,OUT018,2009,Medium,Tier 3,Supermarket Type2,1794.331,15,0.117149075,15316.646759694857,Very High,Snacks
FDS37,7.655,Low Fat,0.031994534,Canned,114.3492,OUT049,1999,Medium,Tier 1,Supermarket Type1,1853.5872,25,0.031994534,57934.495936087085,High,Food
FDF12,8.235,Low Fat,0.08276363,Baking Goods,146.5076,OUT018,2009,Medium,Tier 3,Supermarket Type2,1625.8836,15,0.08276363,19644.904410306794,High,Snacks
FDP24,20.6,Low Fat,0.083004078,Baking Goods,119.4756,OUT046,1997,Small,Tier 1,Supermarket Type1,1090.5804,27,0.083004078,13138.87734527935,High,Snacks
FDU20,19.35,Regular,0.021490911,Fruits and Vegetables,122.1098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2892.2352,25,0.021490911,134579.4601261901,High,Food
FDW44,9.5,Regular,0.058835928,Fruits and Vegetables,170.2448,OUT010,1998,Small,Tier 3,Grocery Store,170.4448,26,0.058835928,2896.9509922576553,Very High,Food
FDY39,5.305,Regular,0.07871639,Meat,183.5608,OUT010,1998,Small,Tier 3,Grocery Store,551.2824,26,0.07871639,7003.4004354112285,Very High,Food
DRD37,9.8,Low Fat,0.013869809,Soft Drinks,47.406,OUT045,2002,Small,Tier 2,Supermarket Type1,978.726,22,0.013869809,70565.21109987888,Low,Drinks
FDZ35,9.6,Regular,0.022274264,Breads,101.699,OUT035,2004,Small,Tier 2,Supermarket Type1,2992.771,20,0.022274264,134360.0399097362,High,Food
FDB50,13.0,Low Fat,0.153618566,Canned,79.6986,OUT046,1997,Small,Tier 1,Supermarket Type1,1480.0734,27,0.153618566,9634.729958356726,Medium,Food
FDY10,17.6,Low Fat,0.049267759,Snack Foods,113.0176,OUT018,2009,Medium,Tier 3,Supermarket Type2,2862.94,15,0.049267759,58109.807673614705,High,Snacks
FDK41,14.3,Low Fat,0.12826315,Frozen Foods,83.4224,OUT017,2007,Small,Tier 2,Supermarket Type1,681.7792,17,0.12826315,5315.47213677506,Medium,Food
FDL24,10.3,Regular,0.02494708,Baking Goods,172.3422,OUT045,2002,Small,Tier 2,Supermarket Type1,5690.5926,22,0.02494708,228106.55996613632,Very High,Snacks
FDZ07,15.1,Regular,0.157154813,Fruits and Vegetables,62.2194,OUT010,1998,Small,Tier 3,Grocery Store,185.7582,26,0.157154813,1182.0077059937068,Medium,Food
DRI03,6.03,Low Fat,0.022832115,Dairy,176.7028,OUT017,2007,Small,Tier 2,Supermarket Type1,1416.8224,17,0.022832115,62053.92711100132,Very High,Food
FDW56,7.68,Low Fat,0.070900282,Fruits and Vegetables,192.6162,OUT046,1997,Small,Tier 1,Supermarket Type1,5580.0698,27,0.070900282,78703.0691923059,Very High,Food
FDR20,20.0,Regular,0.028180789,Fruits and Vegetables,46.8744,OUT045,2002,Small,Tier 2,Supermarket Type1,905.488,22,0.028180789,32131.392772572835,Low,Food
FDC50,15.85,Low Fat,0.136497913,Canned,96.3094,OUT046,1997,Small,Tier 1,Supermarket Type1,2856.282,27,0.136497913,20925.462794438477,Medium,Food
NCX05,15.2,Low Fat,0.162462044,Health and Hygiene,117.6492,OUT010,1998,Small,Tier 3,Grocery Store,347.5476,26,0.162462044,2139.254138646686,High,Non-Food
FDU23,12.15,Low Fat,0.0,Breads,164.7184,OUT046,1997,Small,Tier 1,Supermarket Type1,3962.8416,27,0.001,3962841.6,Very High,Food
FDN45,19.35,Low Fat,0.118080437,Snack Foods,222.6088,OUT035,2004,Small,Tier 2,Supermarket Type1,6040.1376,20,0.118080437,51152.73751908625,Very High,Snacks
FDQ51,12.35,Regular,0.017466284,Meat,45.4718,OUT027,1985,Medium,Tier 3,Supermarket Type3,1323.6104,39,0.017466284,75780.88161168112,Low,Food
FDH21,11.65,Low Fat,0.031073804,Seafood,157.5604,OUT027,1985,Medium,Tier 3,Supermarket Type3,5704.5744,39,0.031073804,183581.46302267982,Very High,Food
DRZ11,8.85,Regular,0.113302223,Soft Drinks,125.1388,OUT017,2007,Small,Tier 2,Supermarket Type1,1114.5492,17,0.113302223,9836.957920940351,High,Drinks
NCI43,19.85,Low Fat,0.025968706,Household,49.5376,OUT046,1997,Small,Tier 1,Supermarket Type1,1006.6896,27,0.025968706,38765.489508795705,Low,Non-Food
DRF03,19.1,Low Fat,0.045400017,Dairy,38.8138,OUT045,2002,Small,Tier 2,Supermarket Type1,690.4346,22,0.045400017,15207.804878134739,Low,Food
NCF30,17.0,Low Fat,0.126958147,Household,125.8362,OUT017,2007,Small,Tier 2,Supermarket Type1,2516.724,17,0.126958147,19823.25718726818,High,Non-Food
FDB12,11.15,Regular,0.105307659,Baking Goods,102.0648,OUT046,1997,Small,Tier 1,Supermarket Type1,1038.648,27,0.105307659,9862.986318972298,High,Snacks
FDW19,12.35,Regular,0.038500421,Fruits and Vegetables,110.757,OUT046,1997,Small,Tier 1,Supermarket Type1,1208.427,27,0.038500421,31387.37106277357,High,Food
FDB45,20.85,Low Fat,0.02137305,Fruits and Vegetables,103.3306,OUT045,2002,Small,Tier 2,Supermarket Type1,522.653,22,0.02137305,24453.8332151939,High,Food
FDY55,13.1,Low Fat,0.0,Fruits and Vegetables,255.7988,OUT027,1985,Medium,Tier 3,Supermarket Type3,9251.9568,39,0.001,9251956.799999999,Very High,Food
FDK40,7.035,Low Fat,0.0,Frozen Foods,263.291,OUT010,1998,Small,Tier 3,Grocery Store,525.982,26,0.001,525982.0,Very High,Food
FDU11,4.785,Low Fat,0.09297084,Breads,122.0098,OUT018,2009,Medium,Tier 3,Supermarket Type2,2048.6666,15,0.09297084,22035.582339580884,High,Food
FDP33,13.15,Low Fat,0.088839949,Snack Foods,254.2672,OUT027,1985,Medium,Tier 3,Supermarket Type3,10993.6896,39,0.088839949,123747.13992688131,Very High,Snacks
FDN49,17.25,Regular,0.209600084,Breakfast,40.348,OUT010,1998,Small,Tier 3,Grocery Store,39.948,26,0.209600084,190.59152667133475,Low,Food
FDR15,9.3,Regular,0.033505804,Meat,153.4314,OUT045,2002,Small,Tier 2,Supermarket Type1,2482.1024,22,0.033505804,74079.77435789931,Very High,Food
FDO38,17.25,Low Fat,0.072986772,Canned,78.8986,OUT045,2002,Small,Tier 2,Supermarket Type1,1635.8706,22,0.072986772,22413.247704666264,Medium,Food
DRC24,17.85,Low Fat,0.024961677,Soft Drinks,153.1998,OUT017,2007,Small,Tier 2,Supermarket Type1,3383.5956,17,0.024961677,135551.61377979533,Very High,Drinks
NCU17,12.15,Low Fat,0.092433518,Health and Hygiene,101.6674,OUT027,1985,Medium,Tier 3,Supermarket Type3,1426.1436,39,0.092433518,15428.857744005805,High,Non-Food
FDK22,9.8,Low Fat,0.026081567,Snack Foods,217.585,OUT035,2004,Small,Tier 2,Supermarket Type1,4327.7,20,0.026081567,165929.4474139533,Very High,Snacks
DRP35,18.85,Low Fat,0.09079168,Hard Drinks,127.1336,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408,37,0.09079168,39423.66525214645,High,Drinks
NCL29,9.695,Low Fat,0.113917889,Health and Hygiene,158.2604,OUT035,2004,Small,Tier 2,Supermarket Type1,2693.8268,20,0.113917889,23647.091985702085,Very High,Non-Food
FDG53,10.0,Low Fat,0.045928229,Frozen Foods,138.118,OUT049,1999,Medium,Tier 1,Supermarket Type1,1957.452,25,0.045928229,42619.80142974814,High,Food
DRM23,16.6,Low Fat,0.135620265,Hard Drinks,172.9422,OUT013,1987,High,Tier 3,Supermarket Type1,2931.5174,37,0.135620265,21615.629493129218,Very High,Drinks
FDR09,18.25,Low Fat,0.077709902,Snack Foods,259.6962,OUT035,2004,Small,Tier 2,Supermarket Type1,5438.9202,20,0.077709902,69990.05351982042,Very High,Snacks
NCJ30,5.82,Low Fat,0.134975628,Household,170.579,OUT010,1998,Small,Tier 3,Grocery Store,509.337,26,0.134975628,3773.5479178507694,Very High,Non-Food
FDZ04,9.31,Low Fat,0.037955094,Frozen Foods,62.151,OUT046,1997,Small,Tier 1,Supermarket Type1,1201.769,27,0.037955094,31662.917235826106,Medium,Food
FDM10,18.25,Low Fat,0.076125668,Snack Foods,214.0218,OUT045,2002,Small,Tier 2,Supermarket Type1,2564.6616,22,0.076125668,33689.84033085923,Very High,Snacks
FDR21,19.7,Low Fat,0.067039526,Snack Foods,178.337,OUT049,1999,Medium,Tier 1,Supermarket Type1,1411.496,25,0.067039526,21054.683471359866,Very High,Snacks
DRJ49,6.865,Low Fat,0.014021626,Soft Drinks,127.1652,OUT045,2002,Small,Tier 2,Supermarket Type1,1291.652,22,0.014021626,92118.56028680269,High,Drinks
FDJ15,11.35,Regular,0.023358738,Dairy,184.4608,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376,25,0.023358738,173071.74728360752,Very High,Food
FDO34,17.7,Low Fat,0.029933275,Snack Foods,169.0816,OUT035,2004,Small,Tier 2,Supermarket Type1,5201.2296,20,0.029933275,173760.7929636834,Very High,Snacks
NCG30,13.15,Low Fat,0.111777297,Household,124.6046,OUT027,1985,Medium,Tier 3,Supermarket Type3,2863.6058,39,0.111777297,25618.849953045472,High,Non-Food
FDS60,20.85,Low Fat,0.032448523,Baking Goods,177.866,OUT046,1997,Small,Tier 1,Supermarket Type1,1078.596,27,0.032448523,33240.218668812755,Very High,Snacks
FDX57,17.25,Regular,0.047266211,Snack Foods,97.0068,OUT046,1997,Small,Tier 1,Supermarket Type1,1846.9292,27,0.047266211,39075.042423011226,Medium,Snacks
FDS40,15.35,Low Fat,0.01404119,Frozen Foods,38.419,OUT049,1999,Medium,Tier 1,Supermarket Type1,476.047,25,0.01404119,33903.60788508666,Low,Food
FDT08,13.65,Low Fat,0.04917754,Fruits and Vegetables,151.805,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49,37,0.04917754,54831.73822846771,Very High,Food
NCN29,15.2,Low Fat,0.020280476,Health and Hygiene,49.1034,OUT010,1998,Small,Tier 3,Grocery Store,194.4136,26,0.020280476,9586.244425426701,Low,Non-Food
FDY27,6.38,Low Fat,0.031962866,Dairy,178.0344,OUT045,2002,Small,Tier 2,Supermarket Type1,535.3032,22,0.031962866,16747.65961225129,Very High,Food
NCR29,12.15,Low Fat,0.054376275,Health and Hygiene,56.293,OUT027,1985,Medium,Tier 3,Supermarket Type3,2546.685,39,0.054376275,46834.488018901626,Medium,Non-Food
FDZ02,6.905,Regular,0.063850971,Dairy,97.2726,OUT010,1998,Small,Tier 3,Grocery Store,195.7452,26,0.063850971,3065.6573726968068,Medium,Food
FDP40,12.85,Regular,0.060154968,Frozen Foods,110.1544,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,39,0.060154968,1859.4374449671388,High,Food
FDE11,13.175,Regular,0.134441765,Starchy Foods,183.9924,OUT027,1985,Medium,Tier 3,Supermarket Type3,6478.234,39,0.134441765,48186.171908707096,Very High,Food
DRL35,15.7,Low Fat,0.03067808,Hard Drinks,44.777,OUT013,1987,High,Tier 3,Supermarket Type1,605.878,37,0.03067808,19749.54104037802,Low,Drinks
FDD56,15.2,Regular,0.103758647,Fruits and Vegetables,177.0054,OUT035,2004,Small,Tier 2,Supermarket Type1,2976.7918,20,0.103758647,28689.578035843126,Very High,Food
FDO39,12.35,Regular,0.136701678,Meat,182.1608,OUT027,1985,Medium,Tier 3,Supermarket Type3,5880.3456,39,0.136701678,43015.89919035229,Very High,Food
FDG32,13.1,Low Fat,0.308145448,Fruits and Vegetables,222.0772,OUT019,1985,Small,Tier 1,Grocery Store,889.5088,39,0.308145448,2886.652409676355,Very High,Food
FDU50,13.35,Regular,0.074806196,Dairy,112.9176,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528,39,0.074806196,45925.71449562813,High,Food
FDX24,8.355,Low Fat,0.013926425,Baking Goods,93.0462,OUT035,2004,Small,Tier 2,Supermarket Type1,1110.5544,20,0.013926425,79744.39958567974,Medium,Snacks
NCN43,12.15,Low Fat,0.006754117,Others,122.173,OUT013,1987,High,Tier 3,Supermarket Type1,2586.633,37,0.006754117,382971.3047612293,High,Non-Food
FDK34,13.35,Low Fat,0.0,Snack Foods,238.7564,OUT018,2009,Medium,Tier 3,Supermarket Type2,1906.8512,15,0.001,1906851.2,Very High,Snacks
NCN41,17.0,Low Fat,0.052209303,Health and Hygiene,122.373,OUT046,1997,Small,Tier 1,Supermarket Type1,2586.633,27,0.052209303,49543.52675422616,High,Non-Food
FDW16,17.35,Regular,0.041538713,Frozen Foods,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1378.206,25,0.041538713,33178.832478512275,Medium,Food
FDP46,13.15,Low Fat,0.13064231,Snack Foods,88.383,OUT019,1985,Small,Tier 1,Grocery Store,89.883,39,0.13064231,688.0083489031998,Medium,Snacks
NCD07,9.1,Low Fat,0.055382616,Household,115.0518,OUT013,1987,High,Tier 3,Supermarket Type1,683.1108,37,0.055382616,12334.3902714888,High,Non-Food
FDG44,6.13,Low Fat,0.0,Fruits and Vegetables,54.1298,OUT046,1997,Small,Tier 1,Supermarket Type1,1348.245,27,0.001,1348244.9999999998,Medium,Food
FDC20,13.1,Low Fat,0.041970938,Fruits and Vegetables,55.4272,OUT019,1985,Small,Tier 1,Grocery Store,111.8544,39,0.041970938,2665.0440835989893,Medium,Food
FDB23,19.2,Regular,0.005583951,Starchy Foods,226.9062,OUT013,1987,High,Tier 3,Supermarket Type1,4514.124,37,0.005583951,808410.3889880122,Very High,Food
DRK59,8.895,Low Fat,0.075757177,Hard Drinks,233.8616,OUT018,2009,Medium,Tier 3,Supermarket Type2,937.4464,15,0.075757177,12374.357613668737,Very High,Drinks
FDT31,19.75,Low Fat,0.012467648,Fruits and Vegetables,188.1872,OUT049,1999,Medium,Tier 1,Supermarket Type1,2458.1336,25,0.012467648,197160.97214165816,Very High,Food
FDB15,10.895,Low Fat,0.137368051,Dairy,264.3568,OUT018,2009,Medium,Tier 3,Supermarket Type2,4745.8224,15,0.137368051,34548.22548221202,Very High,Food
FDI56,13.1,Low Fat,0.092933158,Fruits and Vegetables,91.0146,OUT027,1985,Medium,Tier 3,Supermarket Type3,3466.1548,39,0.092933158,37297.288444669015,Medium,Food
NCQ17,10.3,Low Fat,0.117593973,Health and Hygiene,154.463,OUT017,2007,Small,Tier 2,Supermarket Type1,2503.408,17,0.117593973,21288.57403261645,Very High,Non-Food
FDH44,19.1,Regular,0.026018497,Fruits and Vegetables,148.2418,OUT017,2007,Small,Tier 2,Supermarket Type1,3089.9778,17,0.026018497,118760.81081854958,High,Food
FDP40,4.555,Regular,0.034410585,Frozen Foods,111.3544,OUT049,1999,Medium,Tier 1,Supermarket Type1,1342.2528,25,0.034410585,39006.974162165505,High,Food
NCR17,12.15,Low Fat,0.02426524,Health and Hygiene,114.0492,OUT027,1985,Medium,Tier 3,Supermarket Type3,3938.8728,39,0.02426524,162325.73013907962,High,Non-Food
NCO53,16.2,Low Fat,0.176175402,Health and Hygiene,184.0608,OUT017,2007,Small,Tier 2,Supermarket Type1,2021.3688,17,0.176175402,11473.615368847008,Very High,Non-Food
FDG38,8.975,Regular,0.088257771,Canned,84.1224,OUT010,1998,Small,Tier 3,Grocery Store,170.4448,26,0.088257771,1931.215779288149,Medium,Food
FDO01,21.1,Regular,0.020750867,Breakfast,128.7994,OUT049,1999,Medium,Tier 1,Supermarket Type1,1927.491,25,0.020750867,92887.25140978447,High,Food
NCQ43,17.75,Low Fat,0.111527348,Others,110.2912,OUT045,2002,Small,Tier 2,Supermarket Type1,873.5296,22,0.111527348,7832.425101688959,High,Non-Food
FDU47,12.8,Regular,0.114318263,Breads,142.2838,OUT018,2009,Medium,Tier 3,Supermarket Type2,421.4514,15,0.114318263,3686.6497875321984,High,Food
FDZ02,6.905,Regular,0.038363204,Dairy,98.1726,OUT017,2007,Small,Tier 2,Supermarket Type1,587.2356,17,0.038363204,15307.26161454085,Medium,Food
FDS04,10.195,Regular,0.245483691,Frozen Foods,141.8838,OUT010,1998,Small,Tier 3,Grocery Store,280.9676,26,0.245483691,1144.5469100429975,High,Food
FDQ31,5.785,Regular,0.053930934,Fruits and Vegetables,87.3856,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856,25,0.053930934,16295.953635811315,Medium,Food
FDT57,13.15,Low Fat,0.018942606,Snack Foods,236.0248,OUT027,1985,Medium,Tier 3,Supermarket Type3,6636.6944,39,0.018942606,350358.0447167618,Very High,Snacks
FDK50,7.96,Low Fat,0.028339599,Canned,162.4894,OUT013,1987,High,Tier 3,Supermarket Type1,1779.6834,37,0.028339599,62798.46796703086,Very High,Food
FDB49,8.3,Regular,0.030151351,Baking Goods,98.7384,OUT046,1997,Small,Tier 1,Supermarket Type1,492.692,27,0.030151351,16340.627655457296,Medium,Snacks
FDN56,5.46,Regular,0.107274301,Fruits and Vegetables,145.5786,OUT045,2002,Small,Tier 2,Supermarket Type1,3900.9222,22,0.107274301,36363.995510909925,High,Food
FDU02,13.35,Low Fat,0.102670882,Dairy,228.6352,OUT049,1999,Medium,Tier 1,Supermarket Type1,3435.528,25,0.102670882,33461.56118538068,Very High,Food
FDK26,5.46,Regular,0.032177405,Canned,185.424,OUT046,1997,Small,Tier 1,Supermarket Type1,5219.872,27,0.032177405,162221.65833447417,Very High,Food
DRA24,11.8,Regular,0.039734882,Soft Drinks,165.7868,OUT027,1985,Medium,Tier 3,Supermarket Type3,4913.604,39,0.039734882,123659.71037739587,Very High,Drinks
FDF53,20.75,Regular,0.083536989,Frozen Foods,180.3318,OUT013,1987,High,Tier 3,Supermarket Type1,4149.9314,37,0.083536989,49677.770885421785,Very High,Food
NCZ30,6.59,Low Fat,0.026225693,Household,119.0098,OUT049,1999,Medium,Tier 1,Supermarket Type1,2530.7058,25,0.026225693,96497.19456412458,High,Non-Food
FDF14,7.55,Low Fat,0.0273235,Canned,151.934,OUT017,2007,Small,Tier 2,Supermarket Type1,1837.608,17,0.0273235,67253.75592438743,Very High,Food
FDU40,20.85,Low Fat,0.03747983,Frozen Foods,192.7478,OUT045,2002,Small,Tier 2,Supermarket Type1,2131.2258,22,0.03747983,56863.272859028446,Very High,Food
NCL18,18.85,Low Fat,0.168531813,Household,192.5136,OUT017,2007,Small,Tier 2,Supermarket Type1,2916.204,17,0.168531813,17303.58172791982,Very High,Non-Food
FDP25,15.2,Low Fat,0.021293909,Canned,218.4824,OUT018,2009,Medium,Tier 3,Supermarket Type2,1528.6768,15,0.021293909,71789.3929198251,Very High,Food
NCV05,10.1,Low Fat,0.030269774,Health and Hygiene,152.4656,OUT045,2002,Small,Tier 2,Supermarket Type1,2934.8464,22,0.030269774,96956.3367073702,Very High,Non-Food
FDV49,10.0,Low Fat,0.025822315,Canned,262.7226,OUT035,2004,Small,Tier 2,Supermarket Type1,3171.8712,20,0.025822315,122834.50186398858,Very High,Food
FDJ56,8.985,Low Fat,0.183688161,Fruits and Vegetables,100.27,OUT049,1999,Medium,Tier 1,Supermarket Type1,998.7,25,0.183688161,5436.931779179825,High,Food
FDI40,11.5,Regular,0.125579201,Frozen Foods,99.7358,OUT035,2004,Small,Tier 2,Supermarket Type1,1105.8938,20,0.125579201,8806.345248207146,Medium,Food
NCK05,12.15,Low Fat,0.077079177,Health and Hygiene,61.5536,OUT027,1985,Medium,Tier 3,Supermarket Type3,918.804,39,0.077079177,11920.262199997283,Medium,Non-Food
NCI43,19.85,Low Fat,0.026074491,Household,48.6376,OUT018,2009,Medium,Tier 3,Supermarket Type2,575.2512,15,0.026074491,22061.83813904555,Low,Non-Food
NCE42,21.1,Low Fat,0.010593469,Household,234.2958,OUT013,1987,High,Tier 3,Supermarket Type1,3739.1328,37,0.010593469,352965.8509408014,Very High,Non-Food
FDP40,4.555,Regular,0.034357169,Frozen Foods,112.6544,OUT046,1997,Small,Tier 1,Supermarket Type1,2684.5056,27,0.034357169,78135.23867464167,High,Food
FDU40,20.85,Low Fat,0.037396901,Frozen Foods,193.8478,OUT035,2004,Small,Tier 2,Supermarket Type1,2712.4692,20,0.037396901,72531.92450358385,Very High,Food
DRK47,7.905,Low Fat,0.064011067,Hard Drinks,230.2694,OUT013,1987,High,Tier 3,Supermarket Type1,4567.388,37,0.064011067,71353.09898833587,Very High,Drinks
FDR32,6.78,Regular,0.085981978,Fruits and Vegetables,228.4694,OUT045,2002,Small,Tier 2,Supermarket Type1,5480.8656,22,0.085981978,63744.353496961885,Very High,Food
FDS43,13.1,Low Fat,0.040318693,Fruits and Vegetables,186.224,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448,39,0.040318693,124841.54682295877,Very High,Food
FDH50,15.0,Regular,0.161762835,Canned,185.9266,OUT045,2002,Small,Tier 2,Supermarket Type1,2581.9724,22,0.161762835,15961.468528911479,Very High,Food
FDZ09,17.6,Low Fat,0.104878967,Snack Foods,164.8868,OUT046,1997,Small,Tier 1,Supermarket Type1,2456.802,27,0.104878967,23425.11630573173,Very High,Snacks
FDS19,13.8,Regular,0.107469819,Fruits and Vegetables,77.8012,OUT010,1998,Small,Tier 3,Grocery Store,227.7036,26,0.107469819,2118.7678747276946,Medium,Food
NCU30,5.11,Low Fat,0.034868095,Household,163.821,OUT035,2004,Small,Tier 2,Supermarket Type1,2120.573,20,0.034868095,60817.0019038895,Very High,Non-Food
FDI27,8.71,Regular,0.046079575,Dairy,43.5744,OUT045,2002,Small,Tier 2,Supermarket Type1,407.4696,22,0.046079575,8842.737807369102,Low,Food
FDQ09,7.235,Low Fat,0.058083831,Snack Foods,113.6834,OUT013,1987,High,Tier 3,Supermarket Type1,230.3668,37,0.058083831,3966.1089159218855,High,Snacks
FDB35,12.3,Regular,0.064618976,Starchy Foods,89.8804,OUT046,1997,Small,Tier 1,Supermarket Type1,1286.3256,27,0.064618976,19906.313588132376,Medium,Food
DRD12,6.96,Low Fat,0.077178965,Soft Drinks,93.1146,OUT035,2004,Small,Tier 2,Supermarket Type1,2189.1504,20,0.077178965,28364.59908473766,Medium,Drinks
FDW07,18.0,Regular,0.142910689,Fruits and Vegetables,89.6514,OUT049,1999,Medium,Tier 1,Supermarket Type1,1859.5794,25,0.142910689,13012.178536204525,Medium,Food
DRE13,6.28,Low Fat,0.027682047,Soft Drinks,85.5198,OUT013,1987,High,Tier 3,Supermarket Type1,1744.396,37,0.027682047,63015.426568707146,Medium,Drinks
FDR11,10.5,Regular,0.142511272,Breads,158.7578,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092,20,0.142511272,15763.028204533884,Very High,Food
DRG36,14.15,Low Fat,0.09557165,Soft Drinks,171.0106,OUT045,2002,Small,Tier 2,Supermarket Type1,4106.6544,22,0.09557165,42969.37847154465,Very High,Drinks
DRD37,9.8,Low Fat,0.02316823,Soft Drinks,47.506,OUT010,1998,Small,Tier 3,Grocery Store,186.424,26,0.02316823,8046.536140223056,Low,Drinks
FDX03,15.85,Regular,0.061045133,Meat,44.7744,OUT013,1987,High,Tier 3,Supermarket Type1,181.0976,37,0.061045133,2966.618157748956,Low,Food
FDU46,10.3,Regular,0.011148865,Snack Foods,84.854,OUT045,2002,Small,Tier 2,Supermarket Type1,778.986,22,0.011148865,69871.32770914349,Medium,Snacks
FDV03,17.6,Low Fat,0.058091269,Meat,156.2314,OUT046,1997,Small,Tier 1,Supermarket Type1,2947.4966,27,0.058091269,50739.06373090248,Very High,Food
FDZ37,12.15,Regular,0.019672774,Canned,86.4198,OUT027,1985,Medium,Tier 3,Supermarket Type3,1918.8356,39,0.019672774,97537.62229973261,Medium,Food
FDI24,10.3,Low Fat,0.078678276,Baking Goods,177.037,OUT013,1987,High,Tier 3,Supermarket Type1,3705.177,37,0.078678276,47092.75785351473,Very High,Snacks
FDX33,9.195,Regular,0.117667492,Snack Foods,159.5578,OUT049,1999,Medium,Tier 1,Supermarket Type1,1283.6624,25,0.117667492,10909.235662131729,Very High,Snacks
FDG47,12.8,Low Fat,0.069902438,Starchy Foods,261.3252,OUT018,2009,Medium,Tier 3,Supermarket Type2,3410.2276,15,0.069902438,48785.53162909712,Very High,Food
FDZ57,10.0,Regular,0.037757166,Snack Foods,126.7994,OUT035,2004,Small,Tier 2,Supermarket Type1,1284.994,20,0.037757166,34033.11572695895,High,Snacks
FDT04,17.25,Low Fat,0.107021498,Frozen Foods,40.5822,OUT035,2004,Small,Tier 2,Supermarket Type1,785.644,20,0.107021498,7340.9923677203615,Low,Food
FDO49,10.695,Regular,0.032892112,Breakfast,49.3008,OUT027,1985,Medium,Tier 3,Supermarket Type3,1518.024,39,0.032892112,46151.61227713197,Low,Food
NCB43,20.2,Low Fat,0.100477461,Household,187.7898,OUT017,2007,Small,Tier 2,Supermarket Type1,2245.0776,17,0.100477461,22344.09167644075,Very High,Non-Food
NCL53,7.5,Low Fat,0.036228067,Health and Hygiene,175.2028,OUT035,2004,Small,Tier 2,Supermarket Type1,4427.57,20,0.036228067,122213.80732237244,Very High,Non-Food
FDM01,7.895,Regular,0.094488485,Breakfast,100.7332,OUT013,1987,High,Tier 3,Supermarket Type1,1230.3984,37,0.094488485,13021.675604175472,High,Food
FDO12,15.75,Low Fat,0.055154296,Baking Goods,195.5452,OUT018,2009,Medium,Tier 3,Supermarket Type2,1174.4712,15,0.055154296,21294.28322319625,Very High,Snacks
FDO13,10.695,Low Fat,0.106907604,Breakfast,162.8526,OUT019,1985,Small,Tier 1,Grocery Store,493.3578,39,0.106907604,4614.8055099990825,Very High,Food
FDI04,13.65,Regular,0.073060301,Frozen Foods,196.2426,OUT045,2002,Small,Tier 2,Supermarket Type1,2570.6538,22,0.073060301,35185.37105397363,Very High,Food
NCK05,20.1,Low Fat,0.077439606,Health and Hygiene,60.6536,OUT035,2004,Small,Tier 2,Supermarket Type1,980.0576,20,0.077439606,12655.766869475034,Medium,Non-Food
FDP28,13.65,Regular,0.080968973,Frozen Foods,259.7936,OUT018,2009,Medium,Tier 3,Supermarket Type2,2609.936,15,0.080968973,32233.779228001324,Very High,Food
FDJ44,12.3,Regular,0.106492562,Fruits and Vegetables,176.3396,OUT049,1999,Medium,Tier 1,Supermarket Type1,1395.5168,25,0.106492562,13104.359344833869,Very High,Food
FDS25,12.15,Regular,0.139330557,Canned,109.5228,OUT027,1985,Medium,Tier 3,Supermarket Type3,3426.2068,39,0.139330557,24590.490943059966,High,Food
FDC02,21.35,Low Fat,0.068822477,Canned,258.3278,OUT046,1997,Small,Tier 1,Supermarket Type1,7028.8506,27,0.068822477,102130.16018008185,Very High,Food
FDT23,7.72,Regular,0.074669288,Breads,76.3986,OUT013,1987,High,Tier 3,Supermarket Type1,1402.1748,37,0.074669288,18778.467527372162,Medium,Food
NCD31,12.1,Low Fat,0.025834128,Household,165.1526,OUT010,1998,Small,Tier 3,Grocery Store,164.4526,26,0.025834128,6365.711279281421,Very High,Non-Food
FDV19,14.85,Regular,0.035227697,Fruits and Vegetables,159.5578,OUT013,1987,High,Tier 3,Supermarket Type1,2085.9514,37,0.035227697,59213.391099622546,Very High,Food
NCQ30,13.15,Low Fat,0.050901814,Household,120.5414,OUT019,1985,Small,Tier 1,Grocery Store,365.5242,39,0.050901814,7180.966085020074,High,Non-Food
